id|platforms|genres|rating|title|url|star|content|author|n_ratings|cover
27066095|PC / PS4 / Xbox One|游戏 / 冒险 / 动作|9.4|生化危机2：重制版 Resident Evil 2|https://www.douban.com/game/27066095/|50|今年的春节是在浣熊市度过的|珠树|1464|https://img3.doubanio.com/lpic/s29791400.jpg
25854071|FC/NES/红白机|游戏 / 横版过关 / 动作|9.4|超级马里奥兄弟3 スーパーマリオブラザーズ3|https://www.douban.com/game/25854071/|50|真正的神作，关卡设计、游戏元素之丰富、想象力之惊人，难度之适当，我个人觉得是系列最佳马里奥。（没玩过奥德赛）|Paplica|452|https://img3.doubanio.com/lpic/s27246791.jpg
10739257|PS2 / PSV/PS Vita|游戏 / 动作|9.4|战神2 God of War II|https://www.douban.com/game/10739257/|50|战神系列的第二部作品，奎爷在成为战神后，仍无法摆脱因曾错杀妻女而造成的内心折磨，于是他投入了更加无尽的战争当中。宙斯惧于奎爷的实力施手暗算，生还的奎爷在大地之母盖亚的指引下翻转时间，向奥林匹斯众神正面宣战！|胖大海|1294|https://img3.doubanio.com/lpic/s9099791.jpg
25905436|PS4|游戏 / 射击 / 冒险 / 动作|9.4|神秘海域4：盗贼末路 Uncharted 4: A Thief's End|https://www.douban.com/game/25905436/|50|走哪儿哪儿踏，撞啥啥垮，去哪儿哪儿炸，徒手攀岩能翻山，立定跳远能过河，文能手绘武能爆头，久经考验的盗宝大师，人类遗迹的共同敌人，内森德雷克先生，再见啦。|海米|5582|https://img1.doubanio.com/lpic/s29294297.jpg
10747851|PC / Mac / Android / Linux|游戏 / 第一人称射击 / 益智 / 射击 / 冒险 / 动作|9.4|传送门 Portal|https://www.douban.com/game/10747851/|50|有一个很二逼的炮台，一直说“I‘m different.” 我超级喜欢他，救下了他，带着他走了很久很久，听他BB，然后通过一个安全门的时候他被门清除了。我愣在电脑面前五分钟。|ｃhecｙ㍿˙Ꙫ˙|1755|https://img3.doubanio.com/lpic/s10414010.jpg
30187351|PC|游戏 / 格斗 / 模拟 / 角色扮演 / 冒险 / 策略 / 动作|9.4|骑马与砍杀：战团——16世纪北半球 16th Century the-Northern Hemisphere|https://www.douban.com/game/30187351/|50|16th，世界发现的的历史|大肚子海盗|39|https://img3.doubanio.com/lpic/s29732494.jpg
25961411|PS4|游戏 / 冒险 / 动作|9.4|P.T.|https://www.douban.com/game/25961411/|50|小岛自己说过本次作品就是以吓尿玩家为目标，以视频效果来看，他超标了。|木头菌|767|https://img1.doubanio.com/lpic/s28264428.jpg
26906771|PC|游戏 / 策略 / 动作|9.4|湖边小屋 合集版  Lakeview Cabin Collection|https://www.douban.com/game/26906771/|50|威尔逊：自从玩了这个游戏，心理逐渐扭曲|♉︎|51|https://img1.doubanio.com/lpic/s29131038.jpg
27028686|PC|游戏 / 角色扮演 / 动作|9.4|古剑奇谭三：梦付千秋星垂野|https://www.douban.com/game/27028686/|50|"不能无脑过BOSS就是难度高，还理直气壮的无视游戏质量给低分。
这游戏你用普通难度，打BOSS失败了就动动脑筋想对策，根本就没有什么过不去的，甚至有些找到方法还超简单。
但有那么一小撮人就是不乐意，就想着一命通关，药也懒得捡，BOSS攻击套路懒得记，自身操作水平不想提高。
从前回合制的时候抱怨国产没操作性只能看剧情，说只看剧情为什么不去看电影。古剑也被嘲讽是电视剧里插播游戏。
现在古剑朝着巫师老滚的方向这么认真的努力了一把。好了，你们又懒得花心思去玩，又说玩国产就是为了看剧情来的，为什么操作性做的这么强。
反正好坏话都由你们说。按你们的意思，最好国产全都像泰坦六那样粉丝间自娱自乐好了。也别提什么游戏性成就感，永远没啥难度，出了新作随便打打看完剧情就好了。
这些年国产单机都养了些什么巨婴玩家啊"|张孤山|3638|https://img3.doubanio.com/lpic/s29943880.jpg
26946739|PC / Xbox One|游戏 / 冒险 / 动作|9.4|奥里与迷失森林：终极版 Ori and the Blind Forest: Definitive Edition|https://www.douban.com/game/26946739/|50|豆瓣真是什么人都有，因为持有残疾证所以打一星🌚理由充分!活久见!|烫手的山芋|277|https://img3.doubanio.com/lpic/s29255216.jpg
22436624|SFC/SNES/超任|游戏 / 横版过关 / 射击 / 冒险 / 动作|9.4|超级银河战士 スーパーメトロイド|https://www.douban.com/game/22436624/|50|经典|木星|78|https://img1.doubanio.com/lpic/s25980399.jpg
26417345|PC|游戏 / 益智 / 动作|9.4|警察抓小偷（淘金者） LODERUNN|https://www.douban.com/game/26417345/|50|小时候跟弟弟表弟一起玩的游戏，印象中第一个电脑游戏。怀念的不是游戏，是跟弟弟亲密的时光，后来不再有了。一直想重新下载一个，但是都找不到|Zoe|33|https://img3.doubanio.com/lpic/s28101875.jpg
10876572|PS|游戏 / 横版过关 / 冒险 / 动作|9.4|古惑狼3 Crash Bandicoot 3: Warped|https://www.douban.com/game/10876572/|50|PS1古惑狼三部曲中最后一作，画面有了大幅提升，影子也不再是前作的一个黑圆盘，动作也更丰富。|功夫老李|98|https://img3.doubanio.com/lpic/s10479145.jpg
10751917|PC / PS2 / NGC/GameCube|游戏 / 射击 / 动作|9.3|杀手 7 Killer 7|https://www.douban.com/game/10751917/|50|最喜欢的ps2游戏！找不到第二个！|siugat|43|https://img3.doubanio.com/lpic/s9118175.jpg
26973112|PC / Mac / PS4 / Xbox One / Nintendo Switch / Linux|游戏 / 横版过关 / 角色扮演 / 冒险 / 动作|9.3|空洞骑士 Hollow Knight|https://www.douban.com/game/26973112/|50|伟大的墨西哥人民在此|monkeydtree|1730|https://img3.doubanio.com/lpic/s29860731.jpg
10735222|Wii / PS2|游戏 / 冒险 / 动作|9.3|大神|https://www.douban.com/game/10735222/|50|你经过你地方都会开花，你去过的地方都会被净化。|馬鹿王子様|802|https://img1.doubanio.com/lpic/s9090978.jpg
25896767|PS3|游戏 / 角色扮演 / 冒险 / 动作|9.3|恶魔之魂 Demon's Souls|https://www.douban.com/game/25896767/|50|这才是真正的次世代恶魔城|Verlaat|226|https://img3.doubanio.com/lpic/s27308913.jpg
26339684|GBA|游戏 / 横版过关 / 射击 / 冒险 / 动作|9.3|银河战士：融合 メトロイド フュージョン|https://www.douban.com/game/26339684/|50|"『融合』手感和流程比『超级银河战士』更流畅，提示丰富让玩家不再浪费时间，但同时也少了以前的孤独、微微恐惧地探索感。
几个 Boss 站设计得很硬核，找到了久违的：挑战－失败－总结－再挑战的感觉。
近几年，玩的最佳2D ACT。"|link shaw|178|https://img1.doubanio.com/lpic/s28397127.jpg
10772024|PC|游戏 / 即时战略 / 动作|9.3|地下城守护者2 Dungeon Keeper 2|https://www.douban.com/game/10772024/|50|EA你丫赔我牛蛙!|史前物種做不到|160|https://img3.doubanio.com/lpic/s24458794.jpg
